Date,Id,ap
2008,1,
2009,1,
2010,1,
2011,1,
2012,1,
2013,1,
2014,1,
2015,1,
2016,1,
2017,1,
2018,1,
2019,1,
2020,1,
2008,2,6811
2009,2,10087
2010,2,40695
2011,2,53731
2012,2,57785
2013,2,49302
2014,2,101305
2015,2,68628
2016,2,
2017,2,
2018,2,
2019,2,
2020,2,
2008,3,
2009,3,
2010,3,
2011,3,
2012,3,
2013,3,
2014,3,9716
2015,3,29298
2016,3,27335
2017,3,15811
2018,3,6663
2019,3,5946
2020,3,15542
2008,4,
2009,4,
2010,4,
2011,4,
2012,4,
2013,4,1596
2014,4,3746
2015,4,33206
2016,4,24254
2017,4,22631
2018,4,15058
2019,4,32397
2020,4,
2008,5,
2009,5,
2010,5,
2011,5,
2012,5,
2013,5,
2014,5,14939
2015,5,11111
2016,5,12640
2017,5,15879
2018,5,23526
2019,5,23599
2020,5,
2008,6,
2009,6,
2010,6,
2011,6,
2012,6,
2013,6,
2014,6,8708
2015,6,19869
2016,6,15646
2017,6,4854
2018,6,
2019,6,
2020,6,
2008,7,
2009,7,
2010,7,
2011,7,
2012,7,13707
2013,7,9076
2014,7,9717
2015,7,8884
2016,7,31580
2017,7,24865
2018,7,13389
2019,7,
2020,7,
2008,8,178926
2009,8,159361
2010,8,224010
2011,8,266573
2012,8,247263
2013,8,301585
2014,8,308977
2015,8,349941
2016,8,428530
2017,8,470390
2018,8,566737
2019,8,473996
2020,8,474906
2008,9,499878
2009,9,471570
2010,9,505464
2011,9,551925
2012,9,549387
2013,9,492507
2014,9,507511
2015,9,468641
2016,9,469314
2017,9,490483
2018,9,492553
2019,9,535336
2020,9,533931
2008,10,362824
2009,10,346594
2010,10,353057
2011,10,375573
2012,10,393080
2013,10,346164
2014,10,386288
2015,10,380363
2016,10,395649
2017,10,411775
2018,10,432722
2019,10,478688
2020,10,489964
2008,11,76991
2009,11,96559
2010,11,64828
2011,11,55964
2012,11,55780
2013,11,52115
2014,11,55936
2015,11,58351
2016,11,53090
2017,11,47829
2018,11,55166
2019,11,51935
2020,11,53509
2008,12,89953
2009,12,61352
2010,12,33050
2011,12,11493
2012,12,13267
2013,12,14098
2014,12,8968
2015,12,9049
2016,12,6910
2017,12,15607
2018,12,16595
2019,12,19357
2020,12,15405
2008,13,159892
2009,13,149522
2010,13,160082
2011,13,217413
2012,13,213488
2013,13,223703
2014,13,242525
2015,13,325421
2016,13,266138
2017,13,288416
2018,13,277389
2019,13,274585
2020,13,226905
2008,14,
2009,14,
2010,14,
2011,14,
2012,14,
2013,14,
2014,14,
2015,14,
2016,14,
2017,14,
2018,14,
2019,14,
2020,14,
2008,15,
2009,15,
2010,15,
2011,15,
2012,15,
2013,15,
2014,15,
2015,15,
2016,15,
2017,15,
2018,15,
2019,15,
2020,15,
2008,16,
2009,16,
2010,16,
2011,16,
2012,16,
2013,16,
2014,16,
2015,16,
2016,16,
2017,16,
2018,16,
2019,16,
2020,16,
2008,17,
2009,17,
2010,17,
2011,17,
2012,17,
2013,17,485948
2014,17,535707
2015,17,507499
2016,17,614888
2017,17,607505
2018,17,653751
2019,17,711539
2020,17,713807
2008,18,
2009,18,
2010,18,
2011,18,
2012,18,
2013,18,
2014,18,
2015,18,523
2016,18,1557
2017,18,872
2018,18,1842
2019,18,2260
2020,18,2501
2008,19,152145
2009,19,179082
2010,19,187400
2011,19,166800
2012,19,201400
2013,19,198100
2014,19,223200
2015,19,217200
2016,19,262800
2017,19,225600
2018,19,216000
2019,19,240700
2020,19,321200
2008,20,
2009,20,
2010,20,
2011,20,
2012,20,
2013,20,
2014,20,
2015,20,35709
2016,20,43889
2017,20,46801
2018,20,44522
2019,20,45750
2020,20,56809
2008,21,
2009,21,
2010,21,
2011,21,
2012,21,75494
2013,21,63360
2014,21,92576
2015,21,80745
2016,21,122209
2017,21,139329
2018,21,144292
2019,21,155238
2020,21,
2008,22,
2009,22,
2010,22,
2011,22,10578
2012,22,9880
2013,22,8275
2014,22,6965
2015,22,8736
2016,22,9372
2017,22,8719
2018,22,9255
2019,22,10180
2020,22,9460
2008,23,59821
2009,23,53147
2010,23,34512
2011,23,37210
2012,23,33183
2013,23,30212
2014,23,44578
2015,23,37689
2016,23,31663
2017,23,30998
2018,23,32696
2019,23,26143
2020,23,24206
2008,24,69846
2009,24,64281
2010,24,69209
2011,24,85960
2012,24,74576
2013,24,77245
2014,24,83454
2015,24,88960
2016,24,91428
2017,24,105494
2018,24,107342
2019,24,108494
2020,24,122222
2008,25,
2009,25,
2010,25,
2011,25,
2012,25,906
2013,25,637
2014,25,1091
2015,25,852
2016,25,1101
2017,25,2217
2018,25,21572
2019,25,
2020,25,
2008,26,647012
2009,26,762954
2010,26,898074
2011,26,1119164
2012,26,1130217
2013,26,1117990
2014,26,1031736
2015,26,1013237
2016,26,1092282
2017,26,1226626
2018,26,1236912
2019,26,1185695
2020,26,794725
2008,27,65078
2009,27,57104
2010,27,59947
2011,27,62306
2012,27,59772
2013,27,50655
2014,27,58633
2015,27,76037
2016,27,83647
2017,27,83198
2018,27,88342
2019,27,82103
2020,27,77471
2008,28,246920
2009,28,233440
2010,28,297316
2011,28,304575
2012,28,327620
2013,28,245328
2014,28,501298
2015,28,537212
2016,28,667768
2017,28,539094
2018,28,293989
2019,28,263273
2020,28,267928
2008,29,28447
2009,29,25314
2010,29,31213
2011,29,19778
2012,29,15141
2013,29,25008
2014,29,20451
2015,29,16938
2016,29,15392
2017,29,17601
2018,29,
2019,29,
2020,29,
2008,30,340224
2009,30,169980
2010,30,191106
2011,30,338822
2012,30,209684
2013,30,
2014,30,298543
2015,30,360542
2016,30,260573
2017,30,234997
2018,30,193848
2019,30,170665
2020,30,100427
2008,31,1262
2009,31,1673
2010,31,2120
2011,31,2201
2012,31,1670
2013,31,1962
2014,31,2322
2015,31,2521
2016,31,1956
2017,31,1090
2018,31,1257
2019,31,1421
2020,31,
2008,32,9656
2009,32,7315
2010,32,6302
2011,32,4921
2012,32,3971
2013,32,5346
2014,32,5374
2015,32,7044
2016,32,10752
2017,32,5173
2018,32,1484
2019,32,2862
2020,32,1047
2008,33,39989
2009,33,33484
2010,33,34160
2011,33,39223
2012,33,44068
2013,33,40451
2014,33,47135
2015,33,42727
2016,33,47995
2017,33,47296
2018,33,48794
2019,33,
2020,33,
2008,34,697907
2009,34,548358
2010,34,588572
2011,34,648178
2012,34,682544
2013,34,671287
2014,34,714924
2015,34,663461
2016,34,
2017,34,
2018,34,
2019,34,
2020,34,
2008,35,146330
2009,35,132163
2010,35,164316
2011,35,180256
2012,35,188221
2013,35,177773
2014,35,177859
2015,35,178318
2016,35,260545
2017,35,201191
2018,35,224468
2019,35,216200
2020,35,221138
2008,36,310430
2009,36,265667
2010,36,278576
2011,36,263597
2012,36,244713
2013,36,230333
2014,36,226399
2015,36,245237
2016,36,237875
2017,36,247486
2018,36,234985
2019,36,235365
2020,36,229247
2008,37,684381
2009,37,534801
2010,37,626447
2011,37,685869
2012,37,649409
2013,37,563804
2014,37,619494
2015,37,58215
2016,37,53933
2017,37,63143
2018,37,78200
2019,37,68857
2020,37,51497
2008,38,1236671
2009,38,989837
2010,38,820380
2011,38,727897
2012,38,818599
2013,38,748830
2014,38,1426743
2015,38,1630437
2016,38,2344773
2017,38,2163432
2018,38,2385610
2019,38,2612737
2020,38,2706576
2008,39,
2009,39,
2010,39,
2011,39,
2012,39,
2013,39,5236
2014,39,5540
2015,39,4146
2016,39,4304
2017,39,5049
2018,39,38734
2019,39,9819
2020,39,8313
2008,40,43002
2009,40,41904
2010,40,101158
2011,40,62116
2012,40,56688
2013,40,72512
2014,40,50774
2015,40,45154
2016,40,62237
2017,40,43142
2018,40,48287
2019,40,70620
2020,40,60322
2008,41,13100
2009,41,17331
2010,41,11206
2011,41,13163
2012,41,8078
2013,41,5835
2014,41,2450
2015,41,2215
2016,41,6497
2017,41,30757
2018,41,28278
2019,41,45060
2020,41,37801
2008,42,10600000
2009,42,11174000
2010,42,12373000
2011,42,12931000
2012,42,13903000
2013,42,13004000
2014,42,13419000
2015,42,11775000
2016,42,12688000
2017,42,12671000
2018,42,13387000
2019,42,12960000
2020,42,12859000
2008,43,1880600
2009,43,1481600
2010,43,1540200
2011,43,2026700
2012,43,2292100
2013,43,2062300
2014,43,2103800
2015,43,2170100
2016,43,2280700
2017,43,2497900
2018,43,2514100
2019,43,2445200
2020,43,2217300
2008,44,
2009,44,
2010,44,
2011,44,
2012,44,
2013,44,6993
2014,44,6748
2015,44,6819
2016,44,6052
2017,44,
2018,44,
2019,44,
2020,44,
2008,45,
2009,45,
2010,45,
2011,45,
2012,45,
2013,45,
2014,45,
2015,45,
2016,45,
2017,45,
2018,45,
2019,45,
2020,45,
2008,46,1055797
2009,46,1028662
2010,46,883497
2011,46,1344785
2012,46,1267161
2013,46,1306882
2014,46,1249366
2015,46,1245257
2016,46,1292590
2017,46,1237808
2018,46,1524876
2019,46,1600263
2020,46,1627119
2008,47,1175000
2009,47,1060000
2010,47,1427000
2011,47,1328000
2012,47,1325000
2013,47,1298000
2014,47,1249000
2015,47,1165000
2016,47,1381000
2017,47,1379000
2018,47,1410000
2019,47,1478000
2020,47,1549000
2008,48,313000
2009,48,454000
2010,48,865000
2011,48,1033000
2012,48,1100000
2013,48,787000
2014,48,919000
2015,48,1298000
2016,48,
2017,48,
2018,48,
2019,48,
2020,48,
2008,49,
2009,49,
2010,49,1239
2011,49,903
2012,49,367
2013,49,204
2014,49,
2015,49,884
2016,49,1310
2017,49,864
2018,49,410
2019,49,160
2020,49,76
2008,50,
2009,50,
2010,50,
2011,50,
2012,50,1770
2013,50,1122
2014,50,1196
2015,50,5984
2016,50,1391
2017,50,3885
2018,50,2820
2019,50,3605
2020,50,6921
2008,51,
2009,51,
2010,51,
2011,51,
2012,51,
2013,51,
2014,51,
2015,51,
2016,51,
2017,51,
2018,51,
2019,51,
2020,51,
2008,52,
2009,52,
2010,52,
2011,52,
2012,52,
2013,52,
2014,52,5421
2015,52,7467
2016,52,17224
2017,52,11492
2018,52,12742
2019,52,9433
2020,52,30843
2008,53,10952
2009,53,9774
2010,53,11006
2011,53,11463
2012,53,12903
2013,53,9259
2014,53,11047
2015,53,13675
2016,53,20048
2017,53,18877
2018,53,12082
2019,53,15694
2020,53,11424
2008,54,31118
2009,54,25136
2010,54,35138
2011,54,34576
2012,54,22992
2013,54,31227
2014,54,35267
2015,54,42065
2016,54,44694
2017,54,63257
2018,54,63891
2019,54,78391
2020,54,94923
2008,55,47800
2009,55,43816
2010,55,56688
2011,55,67170
2012,55,70821
2013,55,84712
2014,55,92167
2015,55,101711
2016,55,104585
2017,55,107651
2018,55,117139
2019,55,106029
2020,55,97006
2008,56,65870
2009,56,51429
2010,56,59068
2011,56,79797
2012,56,72404
2013,56,68118
2014,56,77594
2015,56,78323
2016,56,88448
2017,56,110465
2018,56,115141
2019,56,81290
2020,56,69390
2008,57,24565
2009,57,35722
2010,57,41027
2011,57,52207
2012,57,42957
2013,57,48969
2014,57,41284
2015,57,46211
2016,57,49862
2017,57,54777
2018,57,73073
2019,57,
2020,57,
2008,58,650000
2009,58,561000
2010,58,862000
2011,58,1421000
2012,58,1450000
2013,58,1441000
2014,58,1415000
2015,58,1377000
2016,58,1498000
2017,58,1686000
2018,58,2132000
2019,58,2062000
2020,58,1958000
2008,59,10792
2009,59,8161
2010,59,11435
2011,59,12398
2012,59,14812
2013,59,12763
2014,59,12898
2015,59,11627
2016,59,13281
2017,59,14538
2018,59,14773
2019,59,11953
2020,59,11408
2008,60,30698
2009,60,35740
2010,60,55264
2011,60,33729
2012,60,31963
2013,60,33554
2014,60,33869
2015,60,40952
2016,60,43369
2017,60,38798
2018,60,48285
2019,60,35279
2020,60,35761
2008,61,20595
2009,61,14876
2010,61,25396
2011,61,19303
2012,61,16958
2013,61,20874
2014,61,17637
2015,61,16252
2016,61,16443
2017,61,18686
2018,61,20337
2019,61,24224
2020,61,20056
2008,62,29812
2009,62,21951
2010,62,40893
2011,62,29374
2012,62,19787
2013,62,16819
2014,62,34290
2015,62,14918
2016,62,24992
2017,62,24688
2018,62,16212
2019,62,13455
2020,62,21201
2008,63,13798
2009,63,15757
2010,63,14592
2011,63,15294
2012,63,16864
2013,63,16206
2014,63,16864
2015,63,26176
2016,63,28530
2017,63,36750
2018,63,33519
2019,63,37362
2020,63,58149
2008,64,6597000
2009,64,6015000
2010,64,6284000
2011,64,6264000
2012,64,6119000
2013,64,4970000
2014,64,5041000
2015,64,4421000
2016,64,4855000
2017,64,4645000
2018,64,4470000
2019,64,4323000
2020,64,4133000
2008,65,230051
2009,65,236927
2010,65,260020
2011,65,259722
2012,65,270373
2013,65,274334
2014,65,274443
2015,65,276706
2016,65,312094
2017,65,328860
2018,65,323227
2019,65,332999
2020,65,234579
2008,66,
2009,66,
2010,66,
2011,66,61365
2012,66,68608
2013,66,63211
2014,66,49111
2015,66,51927
2016,66,59901
2017,66,71682
2018,66,68034
2019,66,75254
2020,66,67522
2008,67,24591
2009,67,20671
2010,67,23164
2011,67,22710
2012,67,18157
2013,67,18418
2014,67,19309
2015,67,20051
2016,67,37460
2017,67,41230
2018,67,40589
2019,67,39159
2020,67,
2008,68,35761
2009,68,40739
2010,68,10958
2011,68,11328
2012,68,11297
2013,68,9224
2014,68,11678
2015,68,11902
2016,68,10967
2017,68,11000
2018,68,10871
2019,68,9815
2020,68,6445
2008,69,468900
2009,69,491900
2010,69,545000
2011,69,539200
2012,69,641100
2013,69,577500
2014,69,641600
2015,69,754600
2016,69,935600
2017,69,888800
2018,69,
2019,69,
2020,69,
2008,70,10734
2009,70,10289
2010,70,12662
2011,70,14841
2012,70,19250
2013,70,23116
2014,70,20492
2015,70,15036
2016,70,16245
2017,70,17871
2018,70,11241
2019,70,11755
2020,70,15278
2008,71,7291
2009,71,8689
2010,71,9885
2011,71,10773
2012,71,11775
2013,71,10547
2014,71,11171
2015,71,10849
2016,71,9283
2017,71,11966
2018,71,12265
2019,71,13146
2020,71,9785
2008,72,87819
2009,72,71118
2010,72,78365
2011,72,103224
2012,72,112849
2013,72,103901
2014,72,110930
2015,72,100113
2016,72,101448
2017,72,115682
2018,72,124626
2019,72,127391
2020,72,138381
2008,73,247
2009,73,341
2010,73,529
2011,73,1903
2012,73,827
2013,73,832
2014,73,1225
2015,73,2189
2016,73,9336
2017,73,
2018,73,
2019,73,
2020,73,
2008,74,
2009,74,
2010,74,
2011,74,
2012,74,
2013,74,
2014,74,
2015,74,
2016,74,
2017,74,
2018,74,
2019,74,
2020,74,
2008,75,
2009,75,
2010,75,
2011,75,
2012,75,
2013,75,
2014,75,10421
2015,75,10542
2016,75,10141
2017,75,10234
2018,75,10203
2019,75,8852
2020,75,5583
2008,76,459000
2009,76,900000
2010,76,468000
2011,76,556000
2012,76,764000
2013,76,1047000
2014,76,816000
2015,76,694000
2016,76,433000
2017,76,406000
2018,76,491000
2019,76,487000
2020,76,1022000
2008,77,585434
2009,77,569443
2010,77,936342
2011,77,1020462
2012,77,1114227
2013,77,988741
2014,77,860350
2015,77,730277
2016,77,821481
2017,77,800378
2018,77,892650
2019,77,865747
2020,77,963453
2008,78,1073710
2009,78,1038644
2010,78,1046526
2011,78,1216381
2012,78,1147523
2013,78,1178126
2014,78,1187826
2015,78,1121000
2016,78,1270800
2017,78,1395900
2018,78,1360400
2019,78,1391800
2020,78,1497500
2008,79,48120
2009,79,62669
2010,79,56317
2011,79,73044
2012,79,63660
2013,79,49330
2014,79,44849
2015,79,40513
2016,79,38032
2017,79,38857
2018,79,89377
2019,79,93027
2020,79,90112
2008,80,220955
2009,80,151861
2010,80,171777
2011,80,250083
2012,80,231735
2013,80,178950
2014,80,136179
2015,80,122823
2016,80,103052
2017,80,117653
2018,80,131185
2019,80,52082
2020,80,66774
2008,81,1659000
2009,81,1469000
2010,81,2153000
2011,81,2357000
2012,81,2440000
2013,81,2240000
2014,81,2321000
2015,81,1623000
2016,81,1607000
2017,81,1696000
2018,81,1580000
2019,81,1425000
2020,81,1256000
2008,82,
2009,82,
2010,82,
2011,82,
2012,82,161624
2013,82,202996
2014,82,261925
2015,82,335437
2016,82,
2017,82,
2018,82,
2019,82,
2020,82,
2008,83,39224
2009,83,35193
2010,83,39472
2011,83,47010
2012,83,43869
2013,83,47246
2014,83,53658
2015,83,44412
2016,83,50033
2017,83,53401
2018,83,72748
2019,83,60005
2020,83,60292
2008,84,940007
2009,84,825717
2010,84,856448
2011,84,973227
2012,84,1183144
2013,84,1005178
2014,84,414202
2015,84,423998
2016,84,429410
2017,84,463029
2018,84,459037
2019,84,357690
2020,84,306936
2008,85,108956
2009,85,102683
2010,85,127227
2011,85,123879
2012,85,123398
2013,85,105894
2014,85,88532
2015,85,84879
2016,85,103685
2017,85,105979
2018,85,130409
2019,85,141209
2020,85,130811
2008,86,940007
2009,86,825717
2010,86,856448
2011,86,973227
2012,86,1183144
2013,86,1005178
2014,86,414202
2015,86,423998
2016,86,429410
2017,86,463029
2018,86,459037
2019,86,357690
2020,86,306936
2008,87,19851
2009,87,16685
2010,87,15359
2011,87,18184
2012,87,19488
2013,87,19113
2014,87,23799
2015,87,17312
2016,87,9544
2017,87,10993
2018,87,9362
2019,87,6655
2020,87,
2008,88,5800
2009,88,4540
2010,88,4488
2011,88,5016
2012,88,4260
2013,88,3253
2014,88,2423
2015,88,2450
2016,88,8680
2017,88,7051
2018,88,7623
2019,88,
2020,88,
2008,89,64807
2009,89,70180
2010,89,57356
2011,89,53987
2012,89,50405
2013,89,44601
2014,89,47492
2015,89,51811
2016,89,44680
2017,89,51248
2018,89,48728
2019,89,
2020,89,
2008,90,19307
2009,90,31713
2010,90,54310
2011,90,69622
2012,90,96763
2013,90,120792
2014,90,164466
2015,90,353259
2016,90,399412
2017,90,588733
2018,90,
2019,90,
2020,90,
2008,91,
2009,91,
2010,91,
2011,91,
2012,91,3289
2013,91,4214
2014,91,5106
2015,91,4011
2016,91,0
2017,91,
2018,91,
2019,91,6978
2020,91,
2008,92,
2009,92,
2010,92,
2011,92,
2012,92,
2013,92,
2014,92,4868
2015,92,4825
2016,92,4362
2017,92,5321
2018,92,3018
2019,92,2506
2020,92,
2008,93,
2009,93,
2010,93,
2011,93,
2012,93,
2013,93,
2014,93,
2015,93,
2016,93,
2017,93,
2018,93,
2019,93,
2020,93,
2008,94,
2009,94,
2010,94,
2011,94,
2012,94,
2013,94,
2014,94,
2015,94,
2016,94,
2017,94,
2018,94,
2019,94,
2020,94,
2008,95,88902
2009,95,95912
2010,95,109238
2011,95,96613
2012,95,98016
2013,95,96297
2014,95,101788
2015,95,113343
2016,95,131181
2017,95,137401
2018,95,173649
2019,95,177390
2020,95,181036
2008,96,52330
2009,96,60615
2010,96,57652
2011,96,47897
2012,96,14750
2013,96,33004
2014,96,
2015,96,
2016,96,
2017,96,
2018,96,
2019,96,
2020,96,
2008,97,42717
2009,97,39033
2010,97,40733
2011,97,23384
2012,97,15848
2013,97,14452
2014,97,8761
2015,97,5760
2016,97,6387
2017,97,7037
2018,97,7452
2019,97,6370
2020,97,5896
2008,98,28780
2009,98,29778
2010,98,40515
2011,98,38382
2012,98,37206
2013,98,36601
2014,98,39311
2015,98,40775
2016,98,47674
2017,98,62331
2018,98,57286
2019,98,55733
2020,98,65485
2008,99,38941
2009,99,42868
2010,99,42311
2011,99,45188
2012,99,43864
2013,99,48023
2014,99,38866
2015,99,38706
2016,99,38583
2017,99,45709
2018,99,
2019,99,
2020,99,
2008,100,286177
2009,100,291073
2010,100,374184
2011,100,420807
2012,100,351731
2013,100,345666
2014,100,382545
2015,100,383346
2016,100,365315
2017,100,366061
2018,100,419795
2019,100,365778
2020,100,581860
2008,101,15245
2009,101,14596
2010,101,14895
2011,101,10536
2012,101,11887
2013,101,16163
2014,101,10719
2015,101,14079
2016,101,16289
2017,101,12406
2018,101,13831
2019,101,8897
2020,101,14420
2008,102,86968
2009,102,86806
2010,102,88742
2011,102,89806
2012,102,88716
2013,102,85520
2014,102,88238
2015,102,99474
2016,102,114831
2017,102,120541
2018,102,109916
2019,102,110100
2020,102,134137
2008,103,47711
2009,103,42430
2010,103,51126
2011,103,40442
2012,103,36191
2013,103,34163
2014,103,44859
2015,103,40127
2016,103,36883
2017,103,34279
2018,103,40847
2019,103,
2020,103,
2008,104,10971
2009,104,11296
2010,104,12849
2011,104,13301
2012,104,13856
2013,104,15030
2014,104,12887
2015,104,13657
2016,104,12521
2017,104,20244
2018,104,22149
2019,104,36219
2020,104,38681
2008,105,6254
2009,105,3786
2010,105,4439
2011,105,5358
2012,105,7184
2013,105,4846
2014,105,5679
2015,105,5886
2016,105,6226
2017,105,8417
2018,105,7603
2019,105,9347
2020,105,7830
2008,106,48932
2009,106,35833
2010,106,36776
2011,106,58245
2012,106,58248
2013,106,60650
2014,106,57617
2015,106,63334
2016,106,61273
2017,106,82861
2018,106,75538
2019,106,76606
2020,106,91293
2008,107,51432
2009,107,42796
2010,107,50853
