Date,Id,ebit
2008,1,
2009,1,
2010,1,
2011,1,
2012,1,
2013,1,
2014,1,
2015,1,
2016,1,
2017,1,
2018,1,
2019,1,
2020,1,
2008,2,-1974
2009,2,-1021
2010,2,3298
2011,2,4057
2012,2,5171
2013,2,8501
2014,2,-20600
2015,2,-2539
2016,2,
2017,2,
2018,2,
2019,2,
2020,2,
2008,3,
2009,3,
2010,3,
2011,3,
2012,3,
2013,3,
2014,3,-1060
2015,3,-10786
2016,3,-33291
2017,3,2399
2018,3,18145
2019,3,5867
2020,3,1482
2008,4,
2009,4,
2010,4,
2011,4,
2012,4,
2013,4,513
2014,4,-1705
2015,4,8349
2016,4,
2017,4,
2018,4,-9586
2019,4,3833
2020,4,
2008,5,
2009,5,
2010,5,
2011,5,
2012,5,
2013,5,
2014,5,1668
2015,5,2238
2016,5,1172
2017,5,-2232
2018,5,2011
2019,5,2323
2020,5,
2008,6,
2009,6,
2010,6,
2011,6,
2012,6,
2013,6,
2014,6,2371
2015,6,3454
2016,6,-1649
2017,6,-8854
2018,6,
2019,6,
2020,6,
2008,7,
2009,7,
2010,7,
2011,7,
2012,7,5830
2013,7,5802
2014,7,4854
2015,7,7154
2016,7,14311
2017,7,14979
2018,7,13361
2019,7,
2020,7,
2008,8,66025
2009,8,22830
2010,8,55228
2011,8,67125
2012,8,98616
2013,8,119686
2014,8,180484
2015,8,257519
2016,8,323775
2017,8,346621
2018,8,340258
2019,8,323738
2020,8,174156
2008,9,82152
2009,9,89252
2010,9,90950
2011,9,85149
2012,9,
2013,9,23366
2014,9,-11580
2015,9,51003
2016,9,56530
2017,9,89218
2018,9,106352
2019,9,96038
2020,9,71706
2008,10,95129
2009,10,102570
2010,10,107254
2011,10,104783
2012,10,96230
2013,10,67136
2014,10,66466
2015,10,58228
2016,10,61922
2017,10,74798
2018,10,101228
2019,10,108530
2020,10,76945
2008,11,40646
2009,11,31026
2010,11,32929
2011,11,-5298
2012,11,8213
2013,11,-24105
2014,11,2961
2015,11,-28734
2016,11,-19091
2017,11,6911
2018,11,7297
2019,11,11401
2020,11,-8839
2008,12,-166277
2009,12,-23697
2010,12,-28632
2011,12,-5316
2012,12,41554
2013,12,-1610
2014,12,5240
2015,12,-11991
2016,12,23772
2017,12,4358
2018,12,3348
2019,12,-18628
2020,12,-21488
2008,13,62211
2009,13,1733
2010,13,37922
2011,13,55951
2012,13,57405
2013,13,66665
2014,13,41915
2015,13,47226
2016,13,74010
2017,13,75808
2018,13,62490
2019,13,42367
2020,13,8420
2008,14,
2009,14,
2010,14,
2011,14,
2012,14,
2013,14,
2014,14,
2015,14,
2016,14,
2017,14,
2018,14,
2019,14,
2020,14,
2008,15,
2009,15,
2010,15,
2011,15,
2012,15,
2013,15,
2014,15,
2015,15,
2016,15,
2017,15,
2018,15,
2019,15,
2020,15,
2008,16,
2009,16,
2010,16,
2011,16,
2012,16,
2013,16,
2014,16,
2015,16,
2016,16,
2017,16,
2018,16,
2019,16,
2020,16,
2008,17,
2009,17,
2010,17,
2011,17,
2012,17,338185
2013,17,374531
2014,17,
2015,17,
2016,17,595082
2017,17,781853
2018,17,828629
2019,17,924424
2020,17,718197
2008,18,
2009,18,
2010,18,
2011,18,
2012,18,
2013,18,
2014,18,
2015,18,-1456
2016,18,-4888
2017,18,-5728
2018,18,-7169
2019,18,-7667
2020,18,-6295
2008,19,197285
2009,19,229701
2010,19,275300
2011,19,296800
2012,19,284600
2013,19,289000
2014,19,254800
2015,19,313800
2016,19,305500
2017,19,364100
2018,19,384400
2019,19,395400
2020,19,242200
2008,20,
2009,20,
2010,20,
2011,20,
2012,20,
2013,20,
2014,20,
2015,20,7902
2016,20,6104
2017,20,10429
2018,20,9509
2019,20,11493
2020,20,17913
2008,21,
2009,21,
2010,21,
2011,21,
2012,21,30796
2013,21,24907
2014,21,36448
2015,21,27691
2016,21,34575
2017,21,29140
2018,21,33932
2019,21,32766
2020,21,
2008,22,
2009,22,
2010,22,
2011,22,16216
2012,22,16791
2013,22,13232
2014,22,13051
2015,22,10067
2016,22,9798
2017,22,9872
2018,22,8950
2019,22,6854
2020,22,573
2008,23,14958
2009,23,12492
2010,23,10341
2011,23,3775
2012,23,7812
2013,23,5273
2014,23,4192
2015,23,9207
2016,23,8633
2017,23,3851
2018,23,4711
2019,23,-12075
2020,23,23335
2008,24,50089
2009,24,49418
2010,24,58437
2011,24,57150
2012,24,55083
2013,24,54333
2014,24,61073
2015,24,66499
2016,24,79117
2017,24,75618
2018,24,89649
2019,24,88530
2020,24,138180
2008,25,
2009,25,
2010,25,
2011,25,
2012,25,
2013,25,
2014,25,
2015,25,
2016,25,440
2017,25,6444
2018,25,9707
2019,25,
2020,25,
2008,26,132538
2009,26,118296
2010,26,128710
2011,26,165417
2012,26,179130
2013,26,147825
2014,26,189900
2015,26,173799
2016,26,190249
2017,26,-53071
2018,26,-1922413
2019,26,-20983
2020,26,2035241
2008,27,14139
2009,27,-1738
2010,27,6084
2011,27,4150
2012,27,-6999
2013,27,-9102
2014,27,937
2015,27,10396
2016,27,17500
2017,27,16072
2018,27,-5466
2019,27,-7051
2020,27,-9431
2008,28,86234
2009,28,23408
2010,28,69145
2011,28,-30839
2012,28,-9043
2013,28,15933
2014,28,92763
2015,28,121650
2016,28,201151
2017,28,153683
2018,28,189096
2019,28,125154
2020,28,149185
2008,29,10183
2009,29,8980
2010,29,2766
2011,29,58
2012,29,-2880
2013,29,3392
2014,29,3004
2015,29,2773
2016,29,1983
2017,29,-845
2018,29,
2019,29,
2020,29,
2008,30,127969
2009,30,120942
2010,30,83890
2011,30,68489
2012,30,46341
2013,30,71331
2014,30,66580
2015,30,-100435
2016,30,-53555
2017,30,-361519
2018,30,6731
2019,30,-34648
2020,30,290782
2008,31,1444
2009,31,598
2010,31,-1675
2011,31,-360
2012,31,-719
2013,31,-610
2014,31,-24
2015,31,
2016,31,-665
2017,31,-257
2018,31,-266
2019,31,-1331
2020,31,
2008,32,-3110
2009,32,-1589
2010,32,1119
2011,32,897
2012,32,-4332
2013,32,-4055
2014,32,181
2015,32,1566
2016,32,16923
2017,32,5574
2018,32,11458
2019,32,8168
2020,32,3579
2008,33,-5766
2009,33,566
2010,33,-9873
2011,33,-9548
2012,33,-8953
2013,33,-16121
2014,33,-12180
2015,33,-21069
2016,33,-6802
2017,33,-11865
2018,33,-36116
2019,33,
2020,33,
2008,34,584024
2009,34,417950
2010,34,394415
2011,34,162843
2012,34,-126617
2013,34,141472
2014,34,189125
2015,34,151315
2016,34,
2017,34,
2018,34,
2019,34,
2020,34,
2008,35,115565
2009,35,59365
2010,35,34217
2011,35,28282
2012,35,43943
2013,35,78265
2014,35,112210
2015,35,111590
2016,35,129547
2017,35,146177
2018,35,198915
2019,35,139466
2020,35,155367
2008,36,774285
2009,36,323365
2010,36,66
2011,36,178090
2012,36,183628
2013,36,151431
2014,36,262067
2015,36,295935
2016,36,355296
2017,36,423071
2018,36,516015
2019,36,516614
2020,36,729571
2008,37,421596
2009,37,495069
2010,37,381309
2011,37,9162
2012,37,-231394
2013,37,114631
2014,37,205978
2015,37,-8163
2016,37,26919
2017,37,152774
2018,37,52810
2019,37,119079
2020,37,113951
2008,38,291480
2009,38,189255
2010,38,263547
2011,38,248503
2012,38,10414
2013,38,223333
2014,38,241286
2015,38,274743
2016,38,319747
2017,38,49438
2018,38,44331
2019,38,142058
2020,38,269730
2008,39,-3937
2009,39,2007
2010,39,8725
2011,39,14387
2012,39,29074
2013,39,21057
2014,39,-17150
2015,39,2643
2016,39,15886
2017,39,21587
2018,39,25166
2019,39,41476
2020,39,40743
2008,40,42805
2009,40,21218
2010,40,25103
2011,40,114146
2012,40,-16998
2013,40,81562
2014,40,74567
2015,40,71188
2016,40,22365
2017,40,79211
2018,40,120303
2019,40,122408
2020,40,116803
2008,41,-13986
2009,41,-43309
2010,41,-35875
2011,41,-24997
2012,41,-674
2013,41,-2834
2014,41,525
2015,41,-3989
2016,41,-7645
2017,41,3330
2018,41,7806
2019,41,7012
2020,41,-9959
2008,42,9653000
2009,42,11484000
2010,42,10741000
2011,42,11190000
2012,42,7752000
2013,42,10100000
2014,42,2874000
2015,42,8109000
2016,42,8458000
2017,42,9650000
2018,42,10689000
2019,42,6911000
2020,42,7790000
2008,43,735000
2009,43,694400
2010,43,816400
2011,43,865500
2012,43,1077400
2013,43,1095700
2014,43,1018200
2015,43,1027200
2016,43,1018200
2017,43,1069800
2018,43,1093600
2019,43,1161600
2020,43,1186200
2008,44,-6330
2009,44,-9914
2010,44,-16332
2011,44,471
2012,44,2564
2013,44,2932
2014,44,2024
2015,44,2532
2016,44,2156
2017,44,
2018,44,
2019,44,
2020,44,
2008,45,
2009,45,
2010,45,
2011,45,
2012,45,
2013,45,
2014,45,
2015,45,
2016,45,
2017,45,
2018,45,
2019,45,
2020,45,
2008,46,402199
2009,46,180007
2010,46,800860
2011,46,298060
2012,46,265395
2013,46,389188
2014,46,395798
2015,46,392147
2016,46,534402
2017,46,367789
2018,46,495652
2019,46,515484
2020,46,538464
2008,47,629000
2009,47,467000
2010,47,269000
2011,47,188000
2012,47,495000
2013,47,389000
2014,47,324000
2015,47,216000
2016,47,488000
2017,47,689000
2018,47,598000
2019,47,679000
2020,47,546000
2008,48,744000
2009,48,792000
2010,48,793000
2011,48,957000
2012,48,1011000
2013,48,1103000
2014,48,964000
2015,48,746000
2016,48,
2017,48,
2018,48,
2019,48,
2020,48,
2008,49,
2009,49,
2010,49,14
2011,49,114
2012,49,241
2013,49,231
2014,49,723
2015,49,950
2016,49,-143
2017,49,-856
2018,49,-5848
2019,49,189
2020,49,
2008,50,
2009,50,
2010,50,
2011,50,
2012,50,5125
2013,50,6627
2014,50,9019
2015,50,2669
2016,50,4460
2017,50,2699
2018,50,4590
2019,50,7769
2020,50,6804
2008,51,
2009,51,
2010,51,
2011,51,
2012,51,
2013,51,
2014,51,
2015,51,
2016,51,
2017,51,
2018,51,
2019,51,
2020,51,
2008,52,
2009,52,
2010,52,
2011,52,
2012,52,
2013,52,
2014,52,2334
2015,52,1611
2016,52,1834
2017,52,6941
2018,52,3535
2019,52,1835
2020,52,2143
2008,53,32067
2009,53,-18986
2010,53,7775
2011,53,12149
2012,53,10267
2013,53,4652
2014,53,11983
2015,53,19440
2016,53,23066
2017,53,37225
2018,53,1100
2019,53,31132
2020,53,11393
2008,54,23316
2009,54,-11892
2010,54,5017
2011,54,2994
2012,54,
2013,54,11382
2014,54,25047
2015,54,23699
2016,54,53130
2017,54,27525
2018,54,29707
2019,54,38944
2020,54,28212
2008,55,32157
2009,55,-6970
2010,55,33783
2011,55,38921
2012,55,16837
2013,55,42776
2014,55,45216
2015,55,53846
2016,55,68529
2017,55,78418
2018,55,79002
2019,55,62649
2020,55,13901
2008,56,24767
2009,56,-3243
2010,56,3822
2011,56,9808
2012,56,17676
2013,56,16924
2014,56,22065
2015,56,17605
2016,56,19855
2017,56,28638
2018,56,39484
2019,56,12612
2020,56,-8351
2008,57,45332
2009,57,39481
2010,57,44356
2011,57,45199
2012,57,42743
2013,57,28943
2014,57,28856
2015,57,29669
2016,57,26349
2017,57,36257
2018,57,31763
2019,57,
2020,57,
2008,58,350000
2009,58,371000
2010,58,251000
2011,58,-35000
2012,58,327000
2013,58,292000
2014,58,238000
2015,58,364000
2016,58,420000
2017,58,347000
2018,58,241000
2019,58,499000
2020,58,301000
2008,59,16333
2009,59,10641
2010,59,17478
2011,59,17433
2012,59,16383
2013,59,15639
2014,59,19708
2015,59,22879
2016,59,24059
2017,59,26575
2018,59,
2019,59,27062
2020,59,25007
2008,60,16017
2009,60,13472
2010,60,18665
2011,60,19376
2012,60,-25918
2013,60,-6182
2014,60,12300
2015,60,7011
2016,60,8532
2017,60,8647
2018,60,1310
2019,60,2617
2020,60,-5257
2008,61,7784
2009,61,-10729
2010,61,16049
2011,61,13346
2012,61,615
2013,61,-6377
2014,61,7501
2015,61,-362
2016,61,5083
2017,61,9370
2018,61,13386
2019,61,10481
2020,61,8046
2008,62,10627
2009,62,-17509
2010,62,18830
2011,62,20452
2012,62,6692
2013,62,4523
2014,62,9577
2015,62,8282
2016,62,1550
2017,62,10886
2018,62,11326
2019,62,3585
2020,62,5379
2008,63,-5381
2009,63,-6066
2010,63,-6324
2011,63,-3179
2012,63,-3358
2013,63,-741
2014,63,-7581
2015,63,3508
2016,63,2927
2017,63,12243
2018,63,11250
2019,63,12513
2020,63,18692
2008,64,5238000
2009,64,5468000
2010,64,6235000
2011,64,-635000
2012,64,1971000
2013,64,2408000
2014,64,4192000
2015,64,2460000
2016,64,4324000
2017,64,3240000
2018,64,511000
2019,64,3152000
2020,64,2637000
2008,65,62908
2009,65,60955
2010,65,70925
2011,65,78231
2012,65,77460
2013,65,79550
2014,65,85721
2015,65,89304
2016,65,90749
2017,65,95847
2018,65,99280
2019,65,98296
2020,65,2099
2008,66,
2009,66,
2010,66,-79
2011,66,22004
2012,66,-6209
2013,66,23835
2014,66,25425
2015,66,14363
2016,66,42160
2017,66,42907
2018,66,45806
2019,66,46153
2020,66,-9952
2008,67,872
2009,67,3568
2010,67,2854
2011,67,611
2012,67,-151
2013,67,2796
2014,67,2546
2015,67,1231
2016,67,12422
2017,67,678
2018,67,849
2019,67,-5390
2020,67,7322
2008,68,1671
2009,68,-12784
2010,68,-1024
2011,68,8842
2012,68,3115
2013,68,519
2014,68,-3189
2015,68,-2036
2016,68,-1518
2017,68,-5506
2018,68,-2959
2019,68,-7070
2020,68,-6311
2008,69,806200
2009,69,711600
2010,69,368600
2011,69,328600
2012,69,170200
2013,69,342600
2014,69,332900
2015,69,264600
2016,69,213300
2017,69,251100
2018,69,
2019,69,
2020,69,
2008,70,4240
2009,70,5727
2010,70,6322
2011,70,4598
2012,70,7956
2013,70,11599
2014,70,16844
2015,70,15797
2016,70,12265
2017,70,9755
2018,70,8371
2019,70,8793
2020,70,9390
2008,71,1930
2009,71,2017
2010,71,2374
2011,71,2624
2012,71,1354
2013,71,3551
2014,71,3724
2015,71,1761
2016,71,3808
2017,71,4336
2018,71,4132
2019,71,1584
2020,71,-2111
2008,72,21762
2009,72,40457
2010,72,25534
2011,72,18119
2012,72,
2013,72,32424
2014,72,48874
2015,72,64860
2016,72,49195
2017,72,42402
2018,72,38768
2019,72,31373
2020,72,71317
2008,73,3453
2009,73,203
2010,73,1527
2011,73,3478
2012,73,460
2013,73,843
2014,73,1129
2015,73,1714
2016,73,2670
2017,73,
2018,73,
2019,73,
2020,73,
2008,74,
2009,74,
2010,74,
2011,74,
2012,74,
2013,74,
2014,74,
2015,74,
2016,74,
2017,74,
2018,74,
2019,74,
2020,74,
2008,75,
2009,75,
2010,75,
2011,75,
2012,75,
2013,75,
2014,75,1744
2015,75,769
2016,75,1608
2017,75,-2379
2018,75,60
2019,75,-3298
2020,75,-4881
2008,76,1046000
2009,76,1245000
2010,76,1826000
2011,76,1921000
2012,76,1692000
2013,76,2096000
2014,76,2055000
2015,76,2054000
2016,76,1510000
2017,76,1494000
2018,76,1531000
2019,76,1658000
2020,76,1630000
2008,77,264911
2009,77,250415
2010,77,281188
2011,77,74577
2012,77,331626
2013,77,297115
2014,77,314889
2015,77,340401
2016,77,435547
2017,77,458704
2018,77,512901
2019,77,464673
2020,77,425664
2008,78,239061
2009,78,186477
2010,78,218874
2011,78,312954
2012,78,320458
2013,78,434698
2014,78,427812
2015,78,425000
2016,78,445400
2017,78,455900
2018,78,515000
2019,78,624500
2020,78,513700
2008,79,6572
2009,79,9166
2010,79,19347
2011,79,17171
2012,79,19432
2013,79,23005
2014,79,15689
2015,79,21349
2016,79,18758
2017,79,17154
2018,79,17843
2019,79,28625
2020,79,25328
2008,80,34353
2009,80,42164
2010,80,55719
2011,80,46084
2012,80,59465
2013,80,75366
2014,80,57752
2015,80,65018
2016,80,79944
2017,80,67423
2018,80,63898
2019,80,22180
2020,80,50851
2008,81,887000
2009,81,670000
2010,81,302000
2011,81,-48000
2012,81,194000
2013,81,350000
2014,81,315000
2015,81,-781000
2016,81,-287000
2017,81,-15000
2018,81,189000
2019,81,162000
2020,81,240000
2008,82,
2009,82,
2010,82,
2011,82,
2012,82,11559
2013,82,50852
2014,82,78581
2015,82,-57293
2016,82,
2017,82,
2018,82,
2019,82,
2020,82,
2008,83,49711
2009,83,41950
2010,83,49191
2011,83,55233
2012,83,46603
2013,83,41747
2014,83,31886
2015,83,38597
2016,83,41204
2017,83,49118
2018,83,54669
2019,83,63515
2020,83,43354
2008,84,428953
2009,84,289029
2010,84,252110
2011,84,250484
2012,84,47193
2013,84,
2014,84,109869
2015,84,118561
2016,84,156237
2017,84,173647
2018,84,92761
2019,84,95088
2020,84,21778
2008,85,11259
2009,85,789
2010,85,9959
2011,85,-1501
2012,85,-8102
2013,85,3404
2014,85,15990
2015,85,16037
2016,85,10760
2017,85,21565
2018,85,40769
2019,85,26539
2020,85,46859
2008,86,428953
2009,86,289029
2010,86,252110
2011,86,250484
2012,86,47193
2013,86,
2014,86,109869
2015,86,118561
2016,86,156237
2017,86,173647
2018,86,92761
2019,86,95088
2020,86,21778
2008,87,3555
2009,87,-3161
2010,87,-182
2011,87,-2728
2012,87,-19893
2013,87,-2248
2014,87,-10452
2015,87,-5155
2016,87,22513
2017,87,-2083
2018,87,-4909
2019,87,-4388
2020,87,
2008,88,-12578
2009,88,332
2010,88,-1399
2011,88,-7768
2012,88,-6812
2013,88,-4010
2014,88,-2641
2015,88,-1270
2016,88,-4052
2017,88,-1068
2018,88,-2943
2019,88,
2020,88,
2008,89,27260
2009,89,-1903
2010,89,-20166
2011,89,-10910
2012,89,-7181
2013,89,
2014,89,-3553
2015,89,
2016,89,15020
2017,89,
2018,89,1440
2019,89,
2020,89,
2008,90,4681
2009,90,8110
2010,90,15036
2011,90,16692
2012,90,17118
2013,90,20997
2014,90,23941
2015,90,24173
2016,90,50720
2017,90,26641
2018,90,
2019,90,
2020,90,
2008,91,
2009,91,
2010,91,
2011,91,
2012,91,
2013,91,-1516
2014,91,-2523
2015,91,-1425
2016,91,3952
2017,91,4025
2018,91,5121
2019,91,4378
2020,91,
2008,92,
2009,92,
2010,92,
2011,92,
2012,92,
2013,92,
2014,92,601
2015,92,-633
2016,92,-1260
2017,92,-1926
2018,92,680
2019,92,-2222
2020,92,
2008,93,
2009,93,
2010,93,
2011,93,
2012,93,
2013,93,
2014,93,
2015,93,
2016,93,
2017,93,
2018,93,
2019,93,
2020,93,
2008,94,
2009,94,
2010,94,
2011,94,
2012,94,
2013,94,
2014,94,
2015,94,
2016,94,
2017,94,
2018,94,
2019,94,
2020,94,
2008,95,14013
2009,95,58044
2010,95,64185
2011,95,99077
2012,95,96350
2013,95,64563
2014,95,88494
2015,95,112366
2016,95,125937
2017,95,149113
2018,95,151671
2019,95,176084
2020,95,167795
2008,96,-41098
2009,96,-10431
2010,96,8237
2011,96,-27949
2012,96,14037
2013,96,2059
2014,96,
2015,96,
2016,96,
2017,96,
2018,96,
2019,96,
2020,96,
2008,97,10615
2009,97,5124
2010,97,-10952
2011,97,-28457
2012,97,8981
2013,97,2693
2014,97,3208
2015,97,1621
2016,97,1957
2017,97,-948
2018,97,2294
2019,97,4432
2020,97,1474
2008,98,61276
2009,98,105379
2010,98,145151
2011,98,158520
2012,98,140448
2013,98,132192
2014,98,130591
2015,98,151291
2016,98,170649
2017,98,182525
2018,98,208369
2019,98,219804
2020,98,324300
2008,99,9154
2009,99,12055
2010,99,11546
2011,99,10041
2012,99,7594
2013,99,6069
2014,99,13737
2015,99,11381
2016,99,10598
2017,99,-10264
2018,99,
2019,99,
2020,99,
2008,100,90177
2009,100,70034
2010,100,122428
2011,100,153975
2012,100,165974
2013,100,168919
2014,100,181855
2015,100,206002
2016,100,233046
2017,100,234856
2018,100,227975
2019,100,199909
2020,100,261563
2008,101,1782
2009,101,2123
2010,101,636
2011,101,238
2012,101,-2217
2013,101,1976
2014,101,-795
2015,101,1374
2016,101,1291
2017,101,323
2018,101,-821
2019,101,449
2020,101,4996
2008,102,5048
2009,102,724
2010,102,10626
2011,102,9708
2012,102,11509
2013,102,5716
2014,102,10250
2015,102,15978
2016,102,2301
2017,102,7269
2018,102,6580
2019,102,14478
2020,102,9798
2008,103,-16843
2009,103,-1009
2010,103,-14614
2011,103,2077
2012,103,7203
2013,103,5837
2014,103,12580
2015,103,14517
2016,103,17508
2017,103,-1061
2018,103,-44406
2019,103,
2020,103,
2008,104,11739
2009,104,12597
2010,104,11759
2011,104,14327
2012,104,12005
2013,104,5095
2014,104,6244
2015,104,6634
2016,104,6215
2017,104,5659
2018,104,7088
2019,104,37155
2020,104,-6535
2008,105,1327
2009,105,-1835
2010,105,-947
2011,105,-674
2012,105,215
2013,105,489
2014,105,366
2015,105,-799
2016,105,-271
2017,105,978
2018,105,-118
2019,105,-237
2020,105,701
2008,106,23830
2009,106,14488
2010,106,17389
2011,106,10097
2012,106,15205
2013,106,20404
2014,106,19974
2015,106,18534
2016,106,29241
2017,106,25394
2018,106,36946
2019,106,21756
2020,106,25731
2008,107,-25962
2009,107,-40270
2010,107,4245
2011,107,-12498
2012,107,-8716
2013,107,-12069
2014,107,-18136
2015,107,-16895
2016,107,5811
2017,107,5145
2018,107,6577
2019,107,4750
2020,107,67535
2008,108,
2009,108,
2010,108,
2011,108,
2012,108,
2013,108,-241
2014,108,740
2015,108,-4481
2016,108,41170
2017,108,39977
